,Bradley Byrne,Martha Roby,Mike D Rogers,Robert B Aderholt,Mo Brooks,Gary Palmer,Terri A Sewell,Jeff Sessions,Doug Jones,Luther Strange,Richard C Shelby,Don Young,Dan Sullivan,Lisa Murkowski,Tom O'Halleran,Martha McSally,Raul M Grijalva,Paul Gosar,Andy Biggs,David Schweikert,Ruben Gallego,Debbie Lesko,Trent Franks,Kyrsten Sinema,John McCain,Jon Kyl,Jeff Flake,Rick Crawford,French Hill,Steve Womack,Bruce Westerman,Tom Cotton,John Boozman,Doug LaMalfa,Jared Huffman,John Garamendi,Tom McClintock,Mike Thompson,Doris Matsui,Ami Bera,Paul Cook,Jerry McNerney,Jeff Denham,Mark Desaulnier,Nancy Pelosi,Barbara Lee,Jackie Speier,Eric Swalwell,Jim Costa,Ro Khanna,Anna Eshoo,Zoe Lofgren,Jimmy Panetta,David Valadao,Devin Nunes,Kevin McCarthy,Salud Carbajal,Steve Knight,Julia Brownley,Judy Chu,Adam Schiff,Tony Cardenas,Brad Sherman,Pete Aguilar,Grace Napolitano,Ted Lieu,Jimmy Gomez,Xavier Becerra,Norma Torres,Raul Ruiz,Karen Bass,Linda Sanchez,Ed Royce,Lucille Roybal-Allard,Mark Takano,Ken Calvert,Maxine Waters,Nanette Barragan,Mimi Walters,Lou Correa,Alan Lowenthal,Dana Rohrabacher,Darrell Issa,Duncan D. Hunter,Juan Vargas,Scott Peters,Susan Davis,Kamala Harris,Dianne Feinstein,Diana DeGette,Jared Polis,Scott Tipton,Ken Buck,Douglas L Lamborn,Mike Coffman,Ed Perlmutter,Michael Bennet,Cory Gardner,John B Larson,Joe Courtney,Rosa L DeLauro,Jim Himes,Elizabeth Esty,Christopher S Murphy,Richard Blumenthal,Lisa Blunt Rochester,Tom Carper,Chris Coons,Matt Gaetz,Neal Dunn,Ted Yoho,John Rutherford,Al Lawson,Ron DeSantis,Stephanie Murphy,Bill Posey,Darren Soto,Val Demings,Daniel Webster,Gus Bilirakis,Charlie Crist,Kathy Castor,Dennis Ross,Vernon Buchanan,Tom Rooney,Brian Mast,Francis Rooney,Alcee L Hastings,Lois J Frankel,Ted Deutch,Debbie Wasserman Schultz,Frederica Wilson,Mario Diaz-Balart,Carlos Curbelo,Ileana Ros-Lehtinen,Bill Nelson,Marco Rubio,Buddy Carter,Sanford Bishop,Drew Ferguson,Hank Johnson,John Lewis,Tom Price,Karen Handel,Rob Woodall,Austin Scott,Doug Collins,Jody Hice,Barry Loudermilk,Richard W Allen,David Scott,Tom Graves,David Perdue,Johnny Isakson,Colleen Hanabusa,Tulsi Gabbard,Brian Schatz,Mazie K Hirono,Raul Labrador,Mike Simpson,James E Risch,Mike Crapo,Bobby L Rush,Robin Kelly,Daniel Lipinski,Luis V Gutierrez,Mike Quigley,Peter Roskam,Danny K Davis,Raja Krishnamoorthi,Jan Schakowsky,Brad Schneider,Bill Foster,Mike Bost,Rodney Davis,Randy Hultgren,John Shimkus,Adam Kinzinger,Cheri Bustos,Darin LaHood,Dick Durbin,Tammy Duckworth,Pete Visclosky,Jackie Walorski,Jim Banks,Todd Rokita,Susan Brooks,Luke Messer,Andre Carson,Larry Bucshon,Trey Hollingsworth,Joe Donnelly,Todd Young,Rod Blum,David Loebsack,David Young,Steven A. King,Chuck Grassley,Joni Ernst,Roger Marshall,Lynn Jenkins,Kevin Yoder,Mike Pompeo,Ron Estes,Pat Roberts,Jerry Moran,James Comer,Brett Guthrie,John A Yarmuth,Thomas Massie,Hal Rogers,Andy Barr,Mitch McConnell,Rand Paul,Steve Scalise,Cedric Richmond,Clay Higgins,Mike Johnson,Ralph Abraham,Garret Graves,Bill Cassidy,John Kennedy,Chellie Pingree,Bruce Poliquin,Angus King,Susan Collins,Andy Harris,Dutch Ruppersberger,John Sarbanes,Anthony Brown,Steny H Hoyer,John K Delaney,Elijah E Cummings,Jamie Raskin,Ben Cardin,Chris Van Hollen,Richard E Neal,James P McGovern,Niki Tsongas,Joe Kennedy III,Katherine Clark,Seth Moulton,Michael E Capuano,Stephen F Lynch,Bill Keating,Elizabeth Warren,Ed Markey,John Bergman,Bill Huizenga,Justin Amash,John Moolenaar,Dan Kildee,Fred Upton,Tim Walberg,Mike Bishop,Sander Levin,Paul Mitchell,Dave Trott,Debbie Dingell,John Conyers Jr.,Brenda Jones,Brenda Lawrence,Gary Peters,Debbie Stabenow,Tim Walz,Jason Lewis,Erik Paulsen,Betty McCollum,Keith Ellison,Tom Emmer,Collin Peterson,Rick Nolan,Tina Smith,Al Franken,Amy Klobuchar,Trent Kelly,Bennie G Thompson,Gregg Harper,Steven Palazzo,Thad Cochran,Cindy Hyde-Smith,Roger Wicker,William L Clay Jr.,Ann L Wagner,Blaine Luetkemeyer,Vicky Hartzler,Emanuel Cleaver,Sam Graves,Billy Long,Jason Smith,Roy Blunt,Claire McCaskill,Greg Gianforte,Ryan K Zinke,Jon Tester,Steven Daines,Jeff Fortenberry,Don Bacon,Adrian Smith,Deb Fischer,Ben Sasse,Dina Titus,Mark Amodei,Jacky Rosen,Ruben Kihuen,Dean Heller,Catherine Cortez Masto,Carol Shea-Porter,Ann Kuster,Maggie Hassan,Jeanne Shaheen,Don Norcross,Frank LoBiondo,Thomas MacArthur,Chris Smith,Josh Gottheimer,Frank Pallone Jr.,Leonard Lance,Albio Sires,Bill Pascrell Jr.,Donald M Payne Jr.,Rodney Frelinghuysen,Bonnie Coleman,Robert Menendez,Cory Booker,Michelle Lujan Grisham,Steve Pearce,Ben Ray Lujan,Martin Heinrich,Tom Udall,Lee Zeldin,Pete King,Tom Suozzi,Kathleen Rice,Gregory W Meeks,Grace Meng,Nydia M Velazquez,Hakeem Jeffries,Yvette D Clarke,Jerrold Nadler,Dan Donovan,Carolyn B Maloney,Adriano Espaillat,Joseph Crowley,Jose E Serrano,Eliot L Engel,Nita M Lowey,Sean Patrick Maloney,John Faso,Paul Tonko,Elise Stefanik,Claudia Tenney,Tom Reed,John Katko,Joseph D Morelle,Louise M Slaughter,Brian M Higgins,Chris Collins,Kirsten Gillibrand,Charles E Schumer,G K Butterfield,George Holding,Walter B Jones Jr.,David Price,Virginia Foxx,Mark Walker,David Rouzer,Richard Hudson,Robert Pittenger,Patrick McHenry,Mark Meadows,Alma Adams,Ted Budd,Thom Tillis,Richard Burr,Kevin Cramer,John Hoeven,Heidi Heitkamp,Steve Chabot,Brad Wenstrup,Joyce Beatty,Jim Jordan,Robert E Latta,Bill Johnson,Bob Gibbs,Warren Davidson,Marcy Kaptur,Michael R Turner,Marcia L Fudge,Troy Balderson,Pat Tiberi,Tim Ryan,David P Joyce,Steve Stivers,Jim Renacci,Sherrod Brown,Rob Portman,Kevin Hern,James Bridenstine,Markwayne Mullin,Frank D Lucas,Tom Cole,Steven Russell,James Lankford,James M Inhofe,Suzanne Bonamici,Greg Walden,Earl Blumenauer,Peter DeFazio,Kurt Schrader,Jeff Merkley,Ron Wyden,Robert A. Brady,Dwight Evans,Mike Kelly,Scott Perry,Glenn Thompson,Ryan Costello,Patrick Meehan,Mary Gay Scanlon,Brian Fitzpatrick,Bill Shuster,Tom Marino,Lou Barletta,Keith J Rothfus,Brendan Boyle,Mike Doyle,Susan Wild,Charlie Dent,Lloyd Smucker,Matt Cartwright,Tim Murphy,Conor Lamb,Pat Toomey,Bob Casey,David Cicilline,Jim Langevin,Sheldon Whitehouse,Jack Reed,Mark Sanford,Joe Wilson,Jeff Duncan,Trey Gowdy,Ralph Norman,Mick Mulvaney,James E Clyburn,Tom Rice,Tim Scott,Lindsey Graham,Kristi Noem,John Thune,Mike Rounds,Phil Roe,John J Duncan Jr.,Chuck Fleischmann,Scott Desjarlais,Jim Cooper,Diane Black,Marsha Blackburn,David Kustoff,Steve Cohen,Bob Corker,Lamar Alexander,Louis B Gohmert Jr.,Ted Poe,Sam Johnson,John Lee Ratcliffe,Jeb Hensarling,Joe Barton,John Culberson,Kevin Brady,Al Green,Michael McCaul,Mike Conaway,Kay Granger,Mac Thornberry,Randy Weber,Vicente Gonzalez,Beto O'Rourke,Bill Flores,Sheila Jackson Lee,Jodey Arrington,Joaquin Castro,Lamar Smith,Pete Olson,Will Hurd,Kenny Marchant,Roger Williams,Michael Burgess,Blake Farenthold,Michael Cloud,Henry Cuellar,Gene Green,Eddie Bernice Johnson,John Carter,Pete Sessions,Marc Veasey,Filemon Vela,Lloyd Doggett,Brian Babin,John Cornyn,Ted Cruz,Rob Bishop,Chris Stewart,John Curtis,Jason Chaffetz,Mia Love,Orrin G Hatch,Mike Lee,Peter Welch,Bernie Sanders,Patrick Leahy,Rob Wittman,Scott Taylor,Bobby Scott,Donald McEachin,Tom Garrett,Bob Goodlatte,Dave Brat,Don Beyer,Morgan Griffith,Barbara Comstock,Gerry Connolly,Tim Kaine,Mark Warner,Suzan DelBene,Rick Larsen,Jaime Herrera Beutler,Dan Newhouse,Cathy McMorris Rodgers,Derek Kilmer,Pramila Jayapal,Dave Reichert,Adam Smith,Dennis Heck,Maria Cantwell,Patty Murray,David McKinley,Alex Mooney,Evan Jenkins,Joe Manchin,Shelley Moore Capito,Paul Ryan,Mark Pocan,Ron Kind,Gwen Moore,Jim Sensenbrenner,Glenn S Grothman,Sean P Duffy,Mike Gallagher,Tammy Baldwin,Ron Johnson,Liz Cheney,John A Barrasso,Mike Enzi
Large Individual Contributions,"$331,612","$752,315","$519,440","$441,821","$851,274","$291,284","$314,434","$520,651","$10,677,551","$3,205,895","$1,718,186","$624,267","$6,483,081","$3,225,822","$1,363,170","$11,516,740","$239,943","$283,334","$311,287","$444,203","$361,550","$905,744","$42,600","$13,150,225","$8,573,197",,"$3,079,003","$467,850","$1,579,210","$499,873","$837,711","$9,422,905","$2,367,182","$553,312","$475,532","$346,986","$1,131,123","$647,695","$221,230","$1,463,699","$296,756","$664,969","$1,685,460","$177,939","$1,510,075","$1,042,536","$580,713","$1,841,682","$773,689","$2,565,347","$818,735","$944,643","$513,626","$1,092,142","$4,949,995","$586,432","$1,818,230","$894,811","$1,328,649","$742,980","$2,955,743","$548,996","$733,580","$1,164,988","$84,352","$1,197,993","$708,474","$581,897","$229,511","$1,499,140","$450,154","$348,862","$1,229,686","$183,145","$638,841","$827,070","$509,330","$852,537","$1,056,601","$389,917","$226,857","$1,987,858","$507,151","$570,915","$186,779","$971,010","$80,990","$13,148,307","$4,429,510","$498,132","$153,010","$779,952","$284,200","$208,101","$1,991,653","$496,550","$9,847,600","$7,813,589","$405,462","$383,205","$573,871","$755,958","$806,444","$8,896,657","$5,935,577","$317,359","$1,508,392","$3,327,456","$770,729","$804,770","$602,458","$457,330","$183,919","$87,811","$1,419,122","$517,326","$598,275","$212,916","$371,632","$961,720","$2,179,739","$298,886","$196,680","$1,023,816","$43,200","$2,470,095","$586,540","$370,216","$427,198","$893,123","$1,197,496","$23,050","$944,470","$1,880,331",,"$18,945,791","$11,724,014","$857,735","$211,615","$495,699","$33,875","$1,273,395","$798,269","$4,006,041","$463,435","$194,188","$449,390","$434,091","$237,366","$649,757","$63,100","$651,364","$8,872,427","$6,402,844","$6,006","$836,419","$7,047,248","$2,537,417","$42,900","$333,200","$906,786","$2,510,543","$30,375","$282,652","$583,950","$1,250","$622,244","$3,393,764","$43,464","$4,080,300","$898,321","$2,407,756","$1,349,127","$1,002,176","$870,520","$741,229","$182,525","$414,301","$1,677,844","$838,225","$5,828,681","$8,502,715","$384,923","$928,939","$362,328","$2,248,476","$470,806","$2,018,013","$410,405","$230,200","$332,312","$9,359,222","$6,408,562","$1,031,790","$727,604","$698,211","$435,097","$4,678,592","$7,958,493","$350,042",$0,"$1,945,633","$542,358","$939,730","$3,279,315","$2,834,973","$263,077","$303,350","$390,461","$169,908","$327,650","$2,600,146","$13,125,397","$3,616,691","$4,716,012","$346,740","$557,151","$696,952","$482,639","$591,855","$11,826,284","$7,323,614","$313,792","$1,721,483","$3,345,072","$4,237,117","$929,639","$274,281","$879,612","$286,269","$1,045,043",,"$343,630","$623,387","$2,586,989","$8,025,979","$805,272","$342,608","$148,901","$2,433,251","$694,988","$1,336,700","$985,185","$494,547","$455,477","$10,844,780","$13,772,241","$647,300","$682,097","$501,788","$579,410","$299,774","$1,079,830","$870,413","$1,225,534","$14,400","$231,008","$176,075","$440,120","$36,535","$176,370","$263,091","$7,003,839","$9,381,329","$22,700","$1,111,253","$2,416,906","$344,590","$892,452","$670,906","$224,964","$144,975","$4,529,049","$8,960,884","$5,305,820","$429,660","$194,947","$47,150","$207,442","$4,128,912","$2,822,798","$3,393,791","$80,212","$1,514,331","$543,324","$550,667","$273,323","$272,025","$488,930","$422,179","$9,272,671","$21,168,473","$5,192,627","$2,675,469","$12,301,423","$4,267,590","$342,940","$881,379","$224,475","$2,793,766","$4,656,928","$217,374","$653,275","$14,514,878","$377,396","$8,667,420","$11,978,006","$107,050","$1,805,408","$11,197,793","$8,835,758","$1,177,305","$92,600","$1,273,834","$690,506","$4,913,446","$893,771","$1,299,050","$161,322","$661,630","$93,625","$559,869","$392,514","$8,273,591","$17,788,607","$1,000",,"$506,827","$4,334,195","$5,000,821","$2,083,375","$687,008","$1,775,583","$676,540","$241,878","$911,884","$315,381","$855,829","$374,885","$677,270","$1,394,817","$1,080,288","$426,290","$1,091,637","$64,779","$1,070,258","$1,028,729","$1,479,594","$2,068,316","$303,167","$938,968","$1,011,027","$1,445,774","$919,986","$229,447","$187,771","$368,735","$380,339","$12,031,625","$17,777,713","$93,005","$1,182,888","$312,780","$344,673","$1,247,509","$317,255","$630,141","$907,524","$306,470","$859,975","$831,515","$107,534","$1,093,009","$8,143,641","$6,513,316","$3,207,435","$1,609,161","$14,588,635","$931,019","$345,156","$270,310","$571,362","$435,700","$742,916","$292,084","$278,535","$155,925","$574,527","$139,550","$1,238,379","$559,555","$743,351","$1,171,126","$1,227,141","$1,394,149","$15,055,095","$17,053,569","$289,250",$0,"$487,420","$145,122","$860,425","$368,892","$4,743,737","$2,021,761","$392,097","$1,736,478","$411,202","$438,409","$544,533","$6,185,188","$7,167,079","$186,300","$624,240","$821,399","$682,541","$679,575","$545,793","$269,297","$384,822","$1,383,750","$507,370","$340,790","$3,630,353","$1,411,777","$311,399","$173,382","$821,035","$196,400","$476,102","$1,202,182",,"$4,105,176","$18,618,038","$12,163,908","$1,047,547","$570,715","$4,727,728","$2,090,381","$645,466","$513,093","$239,146","$569,736","$1,403,269","$574,286","$227,836","$647,662","$7,372,037","$8,468,363",$600,"$4,386,720","$3,538,877","$306,418","$18,500","$697,314","$318,904","$186,085","$20,800","$8,196,271","$1,036,820","$151,700","$2,239,098","$4,663,499","$651,981","$170,900",$0,"$426,809","$452,345","$228,195","$1,390,033","$1,471,750","$368,317","$822,245","$849,582","$1,230,319","$695,593","$463,507","$597,718","$43,221,491","$343,652","$454,705","$816,922","$329,324","$358,891","$542,019","$1,395,105","$259,615","$306,895","$525,663","$258,974","$504,193","$510,058","$78,741","$175,950","$792,196","$2,712,689","$598,783","$430,790","$534,648","$586,069","$8,992,089","$19,397,220","$614,781","$382,259","$931,960",,"$2,053,360","$3,022,833","$3,834,730","$133,837","$2,690,551","$2,962,695","$714,943","$1,827,872","$150,593","$336,906","$211,545","$182,250","$2,091,097","$1,195,224","$447,774","$2,725,398","$853,876","$9,484,747","$10,437,873","$834,611","$236,857","$1,236,392","$384,197","$2,161,399","$990,867","$1,416,147","$94,750","$562,795","$682,932","$8,344,092","$7,606,952","$431,505","$893,519","$1,154,483","$5,632,673","$4,774,966","$750,288","$270,747","$287,295","$233,625","$111,660","$1,111,831","$1,647,768","$1,884,750","$16,295,864","$14,192,302","$323,719","$3,539,859","$1,382,714"
Small Individual Contributions (< $200),"$12,150","$46,975","$10,932","$26,515","$365,225","$6,995","$15,294","$11,558","$13,798,345","$49,936","$10,555","$46,107","$439,661","$148,495","$236,887","$6,337,632","$181,765","$78,955","$19,150","$26,224","$108,153","$545,146","$2,215","$5,541,965","$952,942",,"$191,831","$49,477","$86,124","$30,236","$71,727","$3,224,124","$189,116","$24,413","$80,793","$55,145","$414,366","$176,427","$27,055","$299,704","$10,980","$123,032","$93,814","$51,911","$1,473,075","$384,648","$34,216","$222,673","$4,485","$165,194","$57,738","$36,775","$21,691","$195,302","$6,201,129","$22,692","$150,864","$85,274","$267,741","$63,835","$1,995,736","$62,152","$32,043","$514,608","$2,397","$96,049","$58,554","$31,964","$12,421","$426,816","$55,486","$32,551","$27,300","$6,095","$85,492","$17,298","$75,302","$140,554","$311,655","$11,256","$35,381","$147,277","$387,449","$83,469","$2,900","$197,318","$18,936","$7,935,969","$1,249,090","$75,336","$22,864","$75,284","$23,136","$13,005","$275,949","$142,331","$1,881,727","$1,825,211","$67,766","$108,464","$128,506","$163,077","$86,973","$4,065,735","$830,736","$85,253","$144,958","$276,058","$236,517","$32,392","$44,062","$7,315","$25,621","$48,803","$261,578","$54,871","$32,658","$33,174","$74,221","$93,664","$140,205","$60,460","$1,628","$21,265","$1,275","$1,875,276","$16,289","$24,061","$67,405","$39,273","$373,109","$4,774","$6,737","$59,987",,"$7,289,235","$4,668,356","$73,951","$6,558","$35,332","$4,232","$2,126,290","$142,779","$2,878,141","$44,165","$7,041","$44,052","$23,707","$13,760","$63,310","$2,484","$7,724","$455,500","$328,429","$9,661","$547,200","$552,344","$562,856","$1,371","$21,151","$357,664","$119,632",$938,"$65,935","$112,767","$2,319","$45,122","$393,950","$9,023","$192,376","$254,586","$949,661","$336,073","$119,831","$183,344","$74,731","$37,924","$46,698","$502,877","$126,177","$1,879,241","$6,210,241","$1,637","$100,586","$93,415","$92,750","$37,057","$53,267","$34,017","$7,453","$19,409","$2,833,451","$526,295","$342,492","$208,249","$102,704","$199,045","$1,226,508","$2,837,998","$16,366",$100,"$64,442","$1,408","$34,531","$296,833","$172,436","$6,686","$48,392","$79,798","$37,941","$4,674","$207,753","$1,232,630","$4,351,829","$5,130,113","$11,429","$34,788","$30,583","$12,310","$7,635","$1,328,720","$245,081","$167,333","$67,051","$656,727","$791,614","$184,949","$35,540","$33,494","$16,316","$37,997",,"$91,775","$201,525","$150,055","$936,749","$26,074","$230,310","$30,262","$837,574","$74,663","$172,350","$90,183","$43,514","$126,781","$19,501,458","$3,760,686","$52,476","$67,811","$78,742","$31,384","$71,318","$81,364","$134,812","$115,589",$138,"$8,865",$0,"$101,140","$13,198","$25,961","$45,324","$1,921,696","$3,038,016","$5,496","$294,739","$184,181","$87,661","$1,349,251","$149,656","$65,603","$105,484","$2,784,907","$14,016,458","$2,473,504","$46,513","$10,374",$410,"$5,136","$127,109","$502,413","$161,905","$4,174","$19,626","$33,421","$200,631","$37,351","$19,314","$15,450","$13,661","$552,660","$11,900,312","$1,265,652","$1,923,175","$3,931,136","$962,045","$26,373","$125,843","$20,410","$311,978","$1,346,717","$49,916","$11,692","$8,395,572","$48,629","$1,370,927","$7,377,277","$52,134","$334,484","$6,030,469","$4,589,061","$22,085","$4,265","$54,791","$221,376","$233,878","$31,027","$109,873","$1,849","$12,308","$5,168","$29,587","$84,314","$401,787","$3,177,223",$177,,"$89,685","$1,024,751","$1,769,006","$776,252","$105,291","$74,759","$88,911","$12,025","$44,884","$44,164","$22,354","$82,497","$126,597","$74,300","$91,713","$21,453","$28,284","$3,650","$7,219","$46,142","$268,013","$208,863","$170,035","$132,866","$214,487","$95,012","$86,971","$21,513","$83,877","$47,691","$18,280","$6,661,993","$582,243","$9,890","$42,658","$47,414","$81,917","$53,888","$25,332","$20,994","$45,281","$13,417","$9,242","$567,694","$24,128","$217,075","$1,412,415","$512,019","$516,986","$140,432","$11,704,417","$86,418","$92,541","$18,980","$346,363","$57,525","$50,382","$26,122","$46,377","$29,024","$40,443","$13,665","$204,095","$14,308","$132,970","$45,842","$24,827","$551,207","$6,967,549","$1,305,891","$13,490",$0,"$25,319","$3,535","$24,929","$19,045","$647,866","$478,227","$103,698","$193,261","$118,198","$303,761","$59,700","$6,218,742","$1,334,357","$1,277","$72,694","$44,805","$221,944","$67,417","$13,618","$5,030","$95,374","$101,693","$1,775","$10,761","$2,589,750","$122,494","$20,701","$4,348","$174,373","$6,161","$18,408","$118,428",,"$4,085,548","$5,157,647","$3,613,423","$63,040","$32,470","$252,971","$146,822","$8,770","$50,321","$120,550","$1,220,101","$179,878","$10,667","$42,814","$7,625","$431,272","$524,540","$1,100","$781,492","$247,012","$30,741",$200,"$8,950","$8,562","$14,770","$2,923","$1,567,245","$18,222","$6,461","$135,828","$125,371","$68,257","$10,753",$290,"$28,032","$10,687","$4,188","$86,134","$24,089","$10,326","$19,084","$36,991","$40,058","$16,620","$20,967","$11,309","$36,861,722","$9,937","$7,610","$26,546","$83,432","$18,178","$23,560","$366,816","$3,098","$7,869","$31,258","$10,624","$41,941","$5,833","$10,988","$3,660","$29,801","$104,084","$20,251","$4,242","$32,361","$35,510","$812,823","$14,136,463","$16,573","$34,038","$57,523",,"$2,404,594","$47,430","$864,693","$57,125","$8,910,652","$166,387","$129,671","$847,418","$39,223","$41,290","$38,533","$6,973","$735,238","$125,460","$75,126","$1,187,031","$283,219","$2,868,213","$1,592,620","$152,810","$65,848","$402,154","$62,753","$644,058","$142,574","$434,041","$27,934","$37,571","$94,099","$2,979,376","$2,200,689","$19,981","$164,461","$34,864","$392,653","$385,399","$765,654","$173,880","$196,679","$42,181","$55,380","$203,912","$233,997","$33,920","$10,976,876","$3,169,780","$9,011","$180,497","$50,736"
PAC Contributions,"$1,054,650","$1,672,691","$802,220","$1,066,544","$305,595","$312,293","$1,453,046","$991,545","$875,252","$1,719,576","$1,953,150","$559,862","$1,392,385","$2,844,845","$1,098,728","$1,271,447","$283,500","$210,200","$311,427","$898,895","$557,650","$543,415","$93,250","$2,573,284","$2,363,462",,"$2,649,399","$497,188","$1,261,081","$675,587","$714,267","$2,437,018","$2,119,346","$454,332","$384,523","$712,960","$199,900","$1,287,569","$818,591","$1,193,555","$650,349","$440,048","$2,525,862","$344,100","$1,179,508","$439,817","$317,930","$956,930","$1,064,043",$0,"$570,050","$488,800","$715,284","$1,530,217","$1,428,946","$3,204,909","$761,728","$1,299,894","$906,121","$583,201","$566,750","$911,449","$603,799","$1,006,043","$322,300","$475,918","$770,876","$1,137,093","$383,706","$1,213,124","$390,350","$1,328,230","$643,150","$345,800","$341,100","$704,041","$564,351","$557,133","$1,988,180","$730,212","$449,661","$344,189","$451,649","$487,921","$678,400","$1,513,257","$316,350","$906,259","$1,843,918","$688,600",$0,"$740,185","$305,711","$458,900","$1,295,950","$1,111,990","$3,746,577","$3,680,298","$1,138,572","$646,325","$601,770","$959,328","$584,310","$1,792,174","$2,125,522","$911,775","$2,625,924","$2,063,597","$339,450","$511,384","$280,995","$400,659","$408,300","$74,900","$1,498,630","$353,246","$879,633","$588,577","$157,227","$942,167","$984,371","$398,535","$586,331","$1,340,467","$209,750","$1,135,946",$0,"$382,274","$477,829","$364,950","$579,781","$330,459","$1,331,413","$2,411,314",,"$3,315,639","$3,094,829","$1,138,343","$900,166","$727,473","$444,750","$582,277","$1,332,124","$1,554,176","$726,300","$618,400","$909,300","$196,320","$594,895","$409,492","$1,034,559","$1,279,086","$2,356,151","$3,817,346","$116,200","$26,738","$3,117,578","$1,652,318","$45,500","$753,350","$1,069,906","$3,803,288","$350,000","$657,797","$895,110","$33,500","$667,418","$3,124,390","$390,757","$1,017,810","$403,725","$1,181,695","$808,550","$1,429,791","$2,467,000","$1,406,801","$1,740,894","$622,736","$1,629,412","$1,461,476","$2,298,023","$1,601,882","$715,760","$1,683,114","$540,010","$573,230","$900,052","$930,792","$531,350","$711,650","$1,119,156","$4,001,299","$2,581,043","$611,372","$1,114,143","$1,519,848","$234,243","$3,221,707","$2,080,964","$801,711","$1,475","$2,366,083","$906,798","$816,238","$3,860,687","$3,170,935","$428,540","$1,608,459","$484,101","$133,840","$539,250","$2,052,449","$5,150,143","$1,115,728","$140,530","$1,204,701","$306,200","$489,200","$431,200","$976,749","$3,023,351","$1,418,184","$297,500","$2,174,032","$1,380,575","$2,965,816","$559,857","$700,849",$0,"$598,297","$2,499,618",,"$628,199","$339,300","$2,332,103","$1,474,204","$2,677,503","$599,267","$94,500","$887,643","$614,228","$666,860","$780,687","$313,400","$633,000","$446,128","$3,126,267","$705,247","$1,345,713","$43,250","$557,092","$786,931","$1,954,644","$1,102,087","$1,798,789","$82,750","$470,091","$169,700","$749,500","$133,600","$68,000","$609,990","$3,152,699","$4,111,917","$80,650","$1,152,827","$2,887,338","$500,025","$154,500","$1,195,517","$1,134,520","$467,528","$1,500,307","$1,682,861","$2,332,760","$445,907","$814,474","$259,000","$554,100","$3,629,245","$1,520,323","$2,441,500","$579,343","$1,522,300","$1,737,978","$510,585","$858,541","$1,385,250","$990,867","$1,355,128","$5,452,474","$2,838,336","$536,214","$781,854","$3,712,461","$2,599,868","$377,850","$1,184,207","$973,750","$2,926,837","$1,897,282","$483,305","$568,046","$1,271,587","$454,437","$4,600,962","$1,350,254","$113,500","$1,161,583","$1,038,373","$2,607,389","$991,207","$292,150","$1,428,162","$404,629","$1,649,870","$1,885,555","$1,187,191","$296,687","$1,043,400","$437,538","$854,227","$438,175","$1,943,019","$2,478,756","$4,500",,"$1,341,810","$2,650,245","$1,735,002","$1,172,689","$528,400","$840,784","$496,850","$776,850","$374,683","$641,765","$844,300","$632,869","$595,360","$1,077,087","$882,687","$366,658","$1,750,095","$192,562","$478,277","$531,728","$832,021","$1,327,696","$862,228","$1,452,447","$1,370,421","$1,867,791","$1,368,991","$421,741","$332,675","$664,915","$713,418","$1,258,593","$4,566,154","$657,650","$1,693,213","$224,120","$492,500","$1,053,044","$598,736","$908,250","$1,450,229","$730,777","$1,918,300","$488,214","$458,227","$923,175","$3,105,842","$4,221,175","$1,443,986","$1,809,155","$4,207,993","$932,525","$716,256","$822,226","$305,890","$1,085,532","$1,101,052","$737,638","$435,941","$586,601","$579,550","$616,275","$1,021,987","$1,469,650","$711,303","$1,349,717","$2,469,569","$674,643","$3,887,209","$6,071,870","$319,851",$0,"$1,024,088","$932,717","$1,040,296","$567,350","$2,442,036","$2,057,207","$546,123","$2,991,017","$932,979","$1,044,920","$1,463,906","$1,589,971","$4,103,322","$140,900","$425,623","$1,695,609","$538,117","$643,039","$1,171,150","$874,810","$178,551","$1,495,730","$888,250","$406,411","$883,624","$1,262,868","$835,840","$712,150","$419,184","$375,563","$980,935","$1,039,449",,"$668,967","$5,785,907","$3,951,645","$442,569","$538,712","$1,477,223","$2,035,157","$264,985","$667,844","$533,371","$155,690","$413,950","$684,520","$1,716,504","$909,300","$6,108,122","$2,182,232","$22,475","$4,015,583","$2,186,912","$18,000","$81,400","$552,219","$217,150","$352,500","$230,750","$2,581,901","$718,892","$370,347","$712,585","$3,066,260","$105,380","$147,500",$0,"$602,994","$472,250","$214,844","$1,433,799","$3,062,477","$184,840","$798,802","$1,267,623","$798,003","$657,707","$317,023","$702,384","$83,441","$990,264","$264,497","$499,078","$530,300","$268,040","$967,419","$1,873,119","$878,434","$548,207","$1,105,808","$191,182","$199,807","$1,103,320","$410,250","$332,171","$995,746","$2,211,875","$876,751","$663,857","$435,912","$557,105","$4,590,073","$1,578,067","$568,700","$546,787","$491,150",,"$1,109,115","$3,391,478","$1,369,723","$648,650","$177,093","$1,588,543","$711,897","$1,016,761","$459,669","$477,294","$300,200","$296,150","$455,904","$757,339","$634,094","$1,835,635","$907,496","$2,805,307","$3,990,933","$1,118,200","$842,750","$1,014,970","$695,670","$2,185,942","$1,213,833","$347,460","$341,050","$809,946","$851,450","$56,402","$3,972,025","$874,350","$769,599","$381,560","$2,936,629","$2,953,194","$368,700","$661,659","$1,795,900","$764,316","$179,250","$654,816","$1,447,650","$903,147","$2,358,267","$2,875,728","$499,434","$3,409,715","$2,063,309"
